100	500
n009294	86	59
n000001	202	n001304	267
n000009	46	n000363	372
n000029	214	n004123	92
n000040	111	n003725	97
n000078	57	n007121	55
n000082	92	n003258	333
n000106	278	n008488	166
n000129	344	n001211	300
n000148	234	n001467	22
n000149	280	n000746	87
n000178	41	n000527	17
n000259	37	n004743	325
n000284	113	n005607	84
n000363	339	n008528	117
n000394	151	n008015	186
n000410	36	n006247	21
n000452	450	n007571	92
n000480	56	n006301	90
n000527	304	n008662	186
n000596	139	n002604	66
n000624	58	n003217	584
n000654	116	n001127	237
n000658	23	n008653	3
n000659	31	n009286	271
n000667	32	n004411	106
n000689	200	n007854	45
n000706	243	n004898	6
n000736	24	n005326	58
n000740	130	n009285	161
n000746	190	n006347	176
n000774	173	n001857	9
n000775	128	n008361	358
n000785	483	n008890	491
n000836	142	n004240	18
n000838	306	n007474	397
n000854	445	n005956	227
n000912	34	n001153	130
n000928	90	n007531	308
n000945	305	n002372	60
n000950	135	n002669	241
n000958	94	n008110	45
n000998	21	n008778	207
n001021	85	n001672	116
n001059	221	n001836	132
n001125	21	n008613	148
n001127	100	n001303	118
n001146	221	n000596	125
n001153	111	n005137	127
n001156	232	n001850	48
n001174	132	n005233	128
n001190	181	n003001	513
n001197	22	n001156	139
n001199	316	n001683	144
n001211	62	n001576	22
n001242	447	n007865	58
n001256	67	n007166	75
n001277	92	n002604	2
n001291	429	n005181	129
n001293	140	n005490	135
n001296	139	n003554	475
n001299	22	n001710	183
n001302	116	n002153	29
n001303	183	n001291	154
n001304	2	n008989	203
n001337	88	n005312	286
n001341	192	n001878	32
n001368	423	n003653	476
n001401	219	n005748	100
n001418	279	n000658	34
n001439	110	n003009	24
n001446	347	n002659	231
n001467	44	n005680	30
n001485	250	n001830	501
n001576	25	n005709	223
n001650	3	n003430	110
n001655	121	n001242	559
n001672	68	n005120	168
n001683	5	n001816	125
n001687	267	n004243	256
n001708	435	n008164	269
n001710	78	n004239	221
n001781	357	n003258	230
n001811	92	n004085	19
n001816	186	n004634	330
n001817	67	n003873	187
n001830	381	n005112	308
n001836	337	n006653	6
n001838	116	n003277	90
n001850	77	n003001	390
n001857	26	n005136	271
n001878	494	n004180	15
n001898	15	n007531	9
n001923	158	n004372	26
n001934	164	n005831	223
n001935	240	n000689	87
n001956	310	n007664	90
n001976	104	n009232	151
n002009	50	n000836	135
n002024	364	n007900	289
n002080	7	n001341	123
n002081	170	n004885	337
n002082	169	n004826	490
n002093	79	n009028	27
n002106	80	n009289	24
n002109	168	n001337	136
n002153	18	n005188	129
n002158	144	n005636	92
n002166	128	n000912	331
n002167	196	n005748	197
n002216	173	n006532	50
n002223	202	n007439	80
n002245	145	n004180	155
n002257	72	n004157	203
n002258	156	n002596	213
n002263	356	n001923	71
n002267	92	n009225	404
n002268	200	n002414	79
n002282	36	n003415	208
n002284	79	n007668	45
n002309	45	n008948	181
n002329	113	n008662	74
n002351	105	n006211	186
n002372	72	n002889	200
n002381	68	n004788	158
n002384	69	n002267	75
n002389	134	n008662	35
n002414	89	n000667	381
n002421	193	n005565	173
n002474	232	n004999	277
n002475	224	n004891	277
n002503	223	n008655	351
n002517	231	n008890	6
n002556	37	n009285	12
n002561	109	n001296	28
n002574	206	n004915	136
n002581	367	n001059	235
n002596	211	n000363	243
n002604	2	n001242	226
n002647	183	n007008	81
n002659	67	n004580	268
n002664	25	n005776	379
n002669	170	n004905	251
n002681	234	n009288	169
n002684	262	n005225	231
n002703	126	n001293	158
n002715	251	n005963	176
n002743	111	n001125	75
n002749	136	n005776	193
n002761	161	n001174	173
n002763	297	n000001	33
n002770	302	n003356	196
n002773	57	n007121	403
n002775	103	n002880	322
n002803	86	n008155	98
n002838	18	n009185	95
n002840	229	n000654	112
n002855	13	n003430	96
n002857	32	n005073	145
n002869	310	n002166	80
n002873	181	n006992	155
n002878	238	n005758	545
n002880	229	n004064	72
n002884	81	n005233	72
n002889	384	n001650	102
n002891	237	n001683	74
n002894	169	n002372	221
n003001	247	n002669	365
n003009	19	n003215	3
n003079	117	n004634	158
n003092	230	n008630	208
n003093	83	n001485	210
n003104	175	n001781	393
n003115	29	n007664	70
n003134	230	n000040	110
n003140	122	n002556	174
n003205	400	n005636	129
n003215	151	n004180	88
n003217	206	n005723	22
n003258	114	n002158	174
n003277	107	n003786	142
n003288	256	n000658	358
n003298	440	n005709	246
n003356	39	n001303	78
n003379	148	n003917	169
n003415	217	n001467	35
n003430	52	n000082	272
n003436	107	n009287	61
n003461	184	n006134	187
n003468	215	n005301	1
n003490	105	n008630	72
n003513	43	n004068	42
n003540	410	n005425	32
n003554	32	n008036	243
n003570	254	n005301	232
n003606	105	n009287	135
n003635	158	n008890	272
n003653	121	n004064	181
n003675	181	n001836	195
n003725	149	n006301	348
n003728	133	n008314	108
n003775	337	n001256	373
n003786	52	n001878	281
n003836	348	n000928	160
n003873	36	n005652	268
n003881	59	n000945	223
n003894	146	n004925	252
n003896	161	n006626	211
n003917	41	n004469	122
n003958	67	n001211	91
n004007	293	n000785	57
n004050	411	n007296	120
n004064	37	n006053	360
n004068	108	n007246	56
n004070	14	n002503	67
n004078	166	n005122	184
n004085	354	n008662	123
n004123	257	n003009	66
n004157	170	n002647	308
n004180	182	n001830	136
n004208	248	n004915	212
n004233	81	n002770	207
n004239	121	n009028	143
n004240	224	n005122	62
n004243	244	n009199	379
n004281	126	n005226	385
n004333	106	n002681	90
n004338	120	n005612	51
n004353	259	n003653	392
n004357	176	n001672	252
n004366	329	n000838	231
n004372	37	n002761	117
n004380	44	n008932	266
n004387	88	n004078	45
n004394	159	n008020	32
n004411	32	n001156	9
n004424	189	n001256	14
n004440	212	n000040	94
n004449	208	n007210	236
n004461	9	n003461	419
n004469	131	n002681	84
n004482	63	n005294	12
n004486	9	n004078	214
n004555	70	n004580	180
n004563	363	n001293	32
n004580	146	n007240	268
n004586	295	n006458	8
n004588	152	n004387	128
n004634	301	n005301	251
n004635	272	n003356	48
n004652	451	n002257	85
n004658	121	n001650	82
n004661	233	n002749	29
n004662	203	n005188	170
n004663	137	n002158	251
n004678	111	n000854	55
n004679	455	n004826	304
n004709	361	n002267	413
n004712	215	n002372	217
n004719	261	n004788	25
n004738	294	n005956	320
n004743	310	n008155	3
n004756	366	n004007	115
n004771	95	n004333	234
n004788	201	n006532	69
n004793	267	n005373	221
n004798	36	n005474	70
n004801	6	n005490	104
n004812	143	n003104	97
n004813	485	n004793	283
n004826	90	n007650	179
n004850	201	n005668	24
n004885	313	n007650	27
n004891	285	n006451	80
n004898	154	n005145	45
n004905	204	n002268	50
n004911	353	n000912	348
n004915	146	n007668	38
n004925	256	n000658	419
n004945	117	n000452	342
n004999	221	n001127	305
n005073	19	n005607	79
n005088	247	n000838	216
n005101	122	n005377	74
n005104	74	n005776	121
n005112	32	n000148	225
n005114	229	n007949	193
n005120	136	n004709	463
n005122	106	n005799	232
n005123	267	n002282	137
n005135	11	n005619	81
n005136	32	n000912	356
n005137	80	n001059	173
n005145	55	n009114	187
n005148	74	n004372	47
n005157	109	n002596	53
n005159	395	n003430	302
n005179	235	n007650	36
n005181	197	n003653	557
n005188	313	n000740	128
n005225	6	n003881	124
n005226	334	n007381	19
n005233	166	n005723	211
n005280	107	n005233	31
n005282	152	n005833	185
n005294	97	n007854	40
n005301	146	n002763	217
n005303	405	n004738	305
n005306	198	n004157	216
n005312	324	n004482	224
n005316	155	n003217	163
n005319	78	n004239	295
n005326	133	n008003	301
n005328	137	n004180	148
n005334	327	n008436	209
n005340	192	n007397	47
n005347	348	n008037	550
n005359	61	n005188	274
n005373	90	n002517	251
n005377	115	n004580	203
n005380	7	n001923	41
n005417	65	n007159	132
n005425	76	n003217	86
n005427	92	n006909	223
n005448	116	n007121	301
n005473	437	n003217	145
n005474	139	n006347	175
n005490	160	n000706	182
n005513	111	n001291	101
n005552	368	n001341	187
n005565	175	n008530	93
n005577	98	n005137	131
n005607	69	n009286	17
n005612	90	n002082	266
n005619	157	n003092	204
n005621	46	n007385	139
n005623	232	n003093	283
n005630	316	n009123	360
n005633	8	n002889	375
n005636	81	n002372	103
n005639	11	n009185	54
n005648	174	n000596	55
n005652	52	n007548	156
n005664	136	n000775	128
n005666	206	n005776	10
n005668	41	n002669	104
n005670	26	n000452	134
n005680	247	n001174	139
n005693	264	n005755	138
n005695	37	n001710	181
n005706	183	n001242	203
n005709	32	n007548	149
n005723	80	n007021	29
n005726	250	n005319	445
n005730	48	n004635	123
n005748	155	n007664	181
n005755	170	n003461	217
n005758	504	n006653	12
n005762	181	n003217	180
n005764	54	n002763	123
n005776	62	n008615	63
n005799	233	n004078	219
n005831	282	n009291	117
n005832	88	n008682	137
n005833	84	n007664	166
n005872	119	n002869	193
n005915	125	n004898	88
n005956	200	n001878	635
n005963	87	n009175	71
n005973	116	n005709	142
n006053	283	n005181	272
n006123	167	n003134	215
n006134	116	n003205	493
n006211	165	n004738	217
n006247	34	n008932	215
n006301	420	n004380	68
n006347	35	n006451	9
n006451	34	n005101	349
n006458	213	n003570	364
n006497	124	n005319	189
n006531	90	n000854	465
n006532	10	n000394	142
n006574	48	n005831	157
n006626	200	n007210	34
n006653	106	n007753	118
n006659	246	n005755	210
n006772	119	n009235	335
n006808	45	n002647	44
n006858	81	n002889	128
n006909	64	n000746	41
n006922	2	n000178	57
n006987	43	n005762	117
n006992	88	n007548	334
n007008	131	n007439	152
n007021	78	n004898	233
n007068	185	n005552	269
n007104	154	n004007	238
n007121	150	n003258	156
n007133	106	n001174	103
n007146	230	n001687	71
n007159	54	n004756	90
n007162	201	n006347	230
n007166	214	n005474	57
n007169	94	n005282	109
n007210	330	n008989	211
n007240	10	n000746	251
n007241	162	n004712	170
n007246	225	n005680	61
n007261	116	n005552	347
n007296	29	n009232	304
n007358	61	n008105	252
n007368	160	n008662	161
n007381	46	n008036	234
n007385	269	n005319	162
n007397	136	n002009	148
n007439	130	n001817	9
n007474	219	n001485	67
n007531	329	n001127	285
n007548	124	n006626	67
n007571	14	n008948	184
n007594	60	n006909	47
n007650	243	n001291	251
n007651	115	n005513	187
n007664	47	n005340	33
n007668	135	n005233	4
n007700	129	n003009	80
n007703	310	n001934	33
n007753	405	n007854	254
n007854	76	n004738	198
n007865	50	n002009	8
n007900	257	n002664	77
n007909	211	n005294	67
n007919	204	n005380	128
n007949	96	n001304	162
n007951	66	n000009	44
n008003	274	n002743	103
n008015	44	n005639	218
n008020	1	n003258	105
n008028	309	n000836	171
n008036	2	n005664	235
n008037	552	n002878	186
n008047	5	n008682	349
n008056	324	n000596	336
n008105	219	n005225	139
n008108	72	n002106	245
n008110	191	n001303	155
n008155	52	n001174	42
n008164	70	n005120	6
n008179	280	n004634	418
n008183	65	n001838	14
n008213	116	n005680	37
n008314	207	n002581	442
n008317	138	n004580	266
n008325	213	n002009	120
n008361	545	n003554	106
n008436	41	n004243	344
n008484	235	n009123	317
n008488	328	n005607	136
n008528	27	n007951	82
n008530	113	n001337	111
n008539	205	n001199	288
n008558	211	n005776	354
n008567	188	n003554	315
n008595	215	n008567	62
n008613	272	n008213	72
n008615	238	n005427	160
n008630	71	n000259	264
n008653	115	n007368	246
n008655	137	n004007	131
n008662	79	n006497	157
n008674	81	n002763	185
n008682	190	n005799	92
n008710	398	n007439	41
n008773	198	n004771	207
n008778	235	n005473	70
n008829	53	n006808	217
n008858	116	n001830	382
n008890	517	n005490	435
n008932	31	n003140	185
n008937	452	n000950	117
n008948	203	n006858	99
n008958	71	n003917	120
n008989	143	n004679	325
n009028	39	n005306	77
n009114	61	n000009	46
n009123	392	n009294	218
n009175	52	n004482	152
n009185	176	n001439	7
n009199	187	n006458	273
n009213	173	n003079	113
n009225	419	n002855	419
n009232	206	n001956	197
n009235	324	n008567	205
n009283	208	n000029	222
n009285	159	n000736	121
n009286	266	n000659	337
n009287	31	n004424	92
n009288	237	n003415	50
n009289	71	n008183	176
n009291	193	n003894	411
n009294	51	n008778	39
n000001	371	291
n000009	58	120
n000029	15	254
n000040	62	35
n000078	257	143
n000082	6	224
n000106	151	188
n000129	173	255
n000148	144	80
n000149	334	394
n000178	193	180
n000259	374	147
n000284	176	32
n000363	425	169
n000394	165	237
n000410	162	7
n000452	182	335
n000480	251	47
n000527	170	9
n000596	141	163
n000624	374	354
n000654	169	59
n000658	158	150
n000659	41	54
n000667	128	27
n000689	397	158
n000706	205	125
n000736	332	289
n000740	65	137
n000746	185	259
n000774	298	5
n000775	22	96
n000785	23	456
n000836	150	76
n000838	105	154
n000854	71	31
n000912	64	37
n000928	17	74
n000945	162	313
n000950	135	223
n000958	364	175
n000998	65	104
n001021	28	189
n001059	185	163
n001125	21	23
n001127	258	286
n001146	126	366
n001153	11	187
n001156	74	78
n001174	157	122
n001190	376	115
n001197	76	118
n001199	379	418
n001211	305	246
n001242	402	304
n001256	194	98
n001277	137	108
n001291	51	140
n001293	53	203
n001296	274	102
n001299	209	192
n001302	56	131
n001303	266	32
n001304	54	114
n001337	190	163
n001341	169	104
n001368	153	427
n001401	64	62
n001418	20	64
n001439	221	24
n001446	262	265
n001467	104	45
n001485	94	156
n001576	110	191
n001650	118	75
n001655	111	288
n001672	243	218
n001683	71	117
n001687	140	57
n001708	453	434
n001710	128	51
n001781	49	91
n001811	153	206
n001816	43	2
n001817	138	257
n001830	24	300
n001836	61	88
n001838	73	220
n001850	48	15
n001857	270	111
n001878	495	25
n001898	206	4
n001923	130	37
n001934	207	152
n001935	19	87
n001956	410	239
n001976	124	244
n002009	121	37
n002024	148	222
n002080	184	152
n002081	245	196
n002082	48	247
n002093	145	173
n002106	369	39
n002109	164	179
n002153	249	259
n002158	232	134
n002166	100	143
n002167	312	186
n002216	207	75
n002223	192	150
n002245	104	83
n002257	46	130
n002258	98	42
n002263	175	73
n002267	15	170
n002268	246	17
n002282	233	28
n002284	77	174
n002309	113	26
n002329	82	40
n002351	134	9
n002372	20	7
n002381	144	7
n002384	147	93
n002389	259	123
n002414	37	167
n002421	259	131
n002474	79	144
n002475	48	236
n002503	182	194
n002517	48	66
n002556	212	203
n002561	338	11
n002574	49	433
n002581	157	193
n002596	119	202
n002604	166	86
n002647	80	252
n002659	130	48
n002664	374	302
n002669	17	282
n002681	190	204
n002684	331	282
n002703	47	225
n002715	190	219
n002743	159	58
n002749	257	16
n002761	114	17
n002763	183	330
n002770	48	337
n002773	112	157
n002775	78	61
n002803	331	160
n002838	55	181
n002840	237	11
n002855	381	232
n002857	339	272
n002869	245	292
n002873	279	3
n002878	123	244
n002880	81	381
n002884	253	95
n002889	46	225
n002891	240	41
n002894	264	50
n003001	334	198
n003009	44	119
n003079	131	210
n003092	227	151
n003093	67	16
n003104	201	46
n003115	29	128
n003134	29	25
n003140	220	226
n003205	52	12
n003215	151	24
n003217	356	119
n003258	274	301
n003277	137	181
n003288	272	31
n003298	82	147
n003356	27	118
n003379	61	136
n003415	236	213
n003430	383	152
n003436	112	78
n003461	334	244
n003468	209	72
n003490	263	85
n003513	40	338
n003540	468	83
n003554	366	357
n003570	374	248
n003606	297	101
n003635	144	112
n003653	184	306
n003675	210	82
n003725	11	50
n003728	163	216
n003775	166	141
n003786	160	51
n003836	199	11
n003873	173	202
n003881	150	177
n003894	376	134
n003896	82	121
n003917	186	45
n003958	64	111
n004007	254	355
n004050	499	267
n004064	30	147
n004068	45	68
n004070	82	71
n004078	205	136
n004085	123	279
n004123	18	198
n004157	136	75
n004180	162	108
n004208	60	140
n004233	192	154
n004239	131	26
n004240	325	360
n004243	212	137
n004281	171	161
n004333	42	238
n004338	107	47
n004353	251	70
n004357	312	343
n004366	149	96
n004372	88	145
n004380	14	47
n004387	93	56
n004394	114	3
n004411	25	100
n004424	327	316
n004440	114	250
n004449	14	226
n004461	69	205
n004469	137	59
n004482	129	44
n004486	111	118
n004555	58	260
n004563	402	483
n004580	250	308
n004586	5	383
n004588	98	221
n004634	435	28
n004635	201	180
n004652	51	349
n004658	180	156
n004661	123	334
n004662	168	33
n004663	121	48
n004678	85	51
n004679	447	83
n004709	542	359
n004712	317	196
n004719	210	236
n004738	44	501
n004743	404	386
n004756	210	350
n004771	15	204
n004788	23	243
n004793	215	399
n004798	181	30
n004801	23	1
n004812	251	208
n004813	342	486
n004826	449	490
n004850	346	265
n004885	367	311
n004891	140	115
n004898	25	39
n004905	131	208
n004911	158	19
n004915	303	132
n004925	40	186
n004945	43	24
n004999	153	284
n005073	241	151
n005088	161	121
n005101	402	218
n005104	59	321
n005112	321	67
n005114	18	60
n005120	216	67
n005122	156	26
n005123	41	251
n005135	66	120
n005136	49	210
n005137	24	95
n005145	78	86
n005148	235	122
n005157	87	148
n005159	408	449
n005179	419	128
n005181	319	68
n005188	235	58
n005225	55	47
n005226	162	180
n005233	107	276
n005280	197	40
n005282	198	196
n005294	7	140
n005301	133	111
n005303	321	61
n005306	125	125
n005312	155	136
n005316	205	298
n005319	432	108
n005326	76	19
n005328	134	139
n005334	375	405
n005340	174	156
n005347	65	321
n005359	82	194
n005373	226	267
n005377	56	270
n005380	98	19
n005417	229	226
n005425	176	207
n005427	161	162
n005448	242	102
n005473	29	25
n005474	208	150
n005490	349	223
n005513	27	124
n005552	254	146
n005565	33	168
n005577	96	150
n005607	235	311
n005612	72	247
n005619	163	66
n005621	51	175
n005623	281	15
n005630	151	267
n005633	1	169
n005636	269	108
n005639	162	302
n005648	365	260
n005652	237	218
n005664	150	182
n005666	270	41
n005668	92	18
n005670	279	172
n005680	252	369
n005693	111	113
n005695	119	238
n005706	11	358
n005709	28	25
n005723	467	112
n005726	109	35
n005730	49	15
n005748	30	71
n005755	40	132
n005758	392	50
n005762	18	67
n005764	300	137
n005776	362	47
n005799	274	97
n005831	134	115
n005832	31	91
n005833	132	156
n005872	32	36
n005915	124	138
n005956	288	114
n005963	64	237
n005973	91	114
n006053	256	36
n006123	150	247
n006134	39	193
n006211	240	128
n006247	72	369
n006301	53	146
n006347	57	9
n006451	11	48
n006458	152	27
n006497	162	100
n006531	491	514
n006532	148	98
n006574	129	324
n006626	244	207
n006653	71	22
n006659	310	16
n006772	52	271
n006808	116	64
n006858	140	74
n006909	66	226
n006922	273	2
n006987	52	42
n006992	143	11
n007008	78	228
n007021	104	98
n007068	191	140
n007104	196	8
n007121	223	145
n007133	68	281
n007146	354	155
n007159	59	37
n007162	232	106
n007166	4	70
n007169	185	102
n007210	356	143
n007240	118	140
n007241	2	32
n007246	53	216
n007261	259	271
n007296	121	51
n007358	77	45
n007368	262	10
n007381	36	148
n007385	234	21
n007397	367	91
n007439	111	40
n007474	245	14
n007531	359	37
n007548	312	286
n007571	184	224
n007594	152	11
n007650	32	136
n007651	84	85
n007664	164	3
n007668	68	141
n007700	41	128
